workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,26,,Yes,3
1,English,1,Male,26,,Yes,2
2,english,2,Female,45,,Yes,2
3,"Spanish, English",2,Male,23,,Yes,3
4,English,1,Female,33,,Yes,2
5,English,2,Male,26,,Yes,1
6,english,1,Male,34,,Yes,4
7,English,1,Male,24,,Yes,1
8,English,2,Female,31,it is confusing when it comes to making decision. quite subjective,Yes,2
