workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Female,65,interesting hit,Yes,2
1,english,1,Female,31,,Yes,2
2,English,1,Male,29,,Yes,1
3,English,2,Male,64,"thank you
in-tresting",Yes,3
4,English,2,Female,39,,Yes,3
5,English,2,Female,20,,Yes,2
6,English,1,Female,34,,Yes,3
