workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Female,30,,Yes,3
1,English,2,Male,25,,No,3
2,english,2,Female,63,,Yes,3
3,english,1,Female,37,i liked it,Yes,1
4,English,2,Male,23,"The experiment was interesting, I&quotecharm sure the people at Stanford are up to something(joking). Nonetheless good luck with your research!",Yes,2
5,English,1,Female,31,,Yes,1
6,English,2,Female,43,,Confused,2
7,Filipino,1,Male,40,,Yes,3
8,English,1,Female,22,,Yes,3
