workerid,language,enjoyment,gender,age,comments,asses,education
0,english,1,Male,27,,Yes,3
1,English,2,Female,54,,Yes,1
2,english,1,,29,,Yes,3
3,English,1,Female,25,,Yes,2
4,English,1,Female,32,,Yes,4
5,english,2,Female,57,none,Yes,3
6,english,1,Female,24,,Yes,2
7,English,1,Male,50,,Yes,1
8,English ,2,Female,39,,Yes,3
