workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Male,22,,Yes,1
1,English,1,Male,24,,Yes,3
2,English,1,Male,43,,Confused,1
3,English,1,Female,30,,No,3
4,English,1,Male,27,,Yes,1
5,English,2,Male,25,,Yes,3
6,English,1,Male,31,,Yes,3
7,English,2,Male,25,,Yes,3
8,english,1,Male,40,,Yes,2
