workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,43,,Yes,3
1,ENGLISH,2,Female,31,I would be very interested to see the outcome of the results of this survey,Yes,1
2,English,1,Female,43,,Yes,3
3,English,2,Male,33,,Yes,3
4,english,1,Male,42,,Yes,4
5,English,1,Female,38,,Yes,3
6,English,2,Female,19,fun hit,Yes,2
7,English,1,Female,28,,Yes,1
8,English,2,Female,47,post more hits like this! ,Yes,3
