objs,,,,,,,,,,,,,smallEps,brownEps,prob
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.61,0.01,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.57,0.05,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.57,0.01,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.53,0.09,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.53,0.05,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.53,0.01,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.49,0.13,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.49,0.09,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.49,0.05,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.49,0.01,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.21,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.17,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.13,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.09,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.05,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.45,0.01,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.41,0.37,0.001872659
[{brown:true,B,small:true},S,{brown:true,B,small:false},,{brown:true,B,small:false}],,"BS,B,B",0.41,0.33,0.001872659
