date,workerid,amount
Mon Apr 18 10:02:34 PDT 2016,A37WDOIQH6JM6V,0.3
Mon Apr 18 10:05:25 PDT 2016,A2BHHEWR9PRDX8,0.3
Mon Apr 18 10:14:12 PDT 2016,A1PTO4TSFXHUJC,0.3
Mon Apr 18 10:14:37 PDT 2016,AFGUCC5L330EU,0.3
Mon Apr 18 10:15:38 PDT 2016,A1O299EPNHZ5O4,0.3
Mon Apr 18 10:16:03 PDT 2016,AQICXMXAWUJYM,0.3
Mon Apr 18 10:18:41 PDT 2016,A1VMLIEXDEIX9Q,0.3
Mon Apr 18 10:22:27 PDT 2016,A377LTGWJKY2IW,0.3
Mon Apr 18 10:26:52 PDT 2016,AU6ZURVHX4KPT,0.3
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
