date,workerid,amount
Mon Apr 18 09:59:57 PDT 2016,A2YJQUHFIXNOY0,0.3
Mon Apr 18 10:01:01 PDT 2016,A2RDNYV4SH5E89,0.3
Mon Apr 18 10:03:19 PDT 2016,A4QT4A42K65G9,0.3
Mon Apr 18 10:15:36 PDT 2016,A3ANNQ73J8M158,0.3
Mon Apr 18 10:15:46 PDT 2016,A361EVMLK9O0G1,0.3
Mon Apr 18 10:16:08 PDT 2016,A3OUT0UQURMG1,0.3
Mon Apr 18 10:17:47 PDT 2016,A1Z9510ON62X4X,0.3
Mon Apr 18 10:19:37 PDT 2016,A30YZQ7FMNZAJF,0.3
Mon Apr 18 10:20:12 PDT 2016,A208MTGA7V29TP,0.3
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
