workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Female,44,,Yes,2
1,English,2,Female,36,,Yes,3
2,English,2,Male,23,,No,3
3,english,1,Female,28,,Yes,2
4,English,1,Male,26,,Yes,1
5,English,2,Male,45,,Yes,2
6,english,1,Male,34,,Yes,2
7,English,2,Male,23,,Yes,2
8,English,2,Female,40,,Yes,2
