workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Female,46,,Yes,3
1,English,2,Female,39,Fun and interesting.,Yes,3
2,English,2,Female,60,,Yes,4
3,english,2,Female,30,,Yes,3
4,Spanish,2,Male,23,,Yes,3
5,English,1,Male,46,,Yes,1
6,English,2,Female,20,I enjoyed. ,Yes,2
7,English,1,Male,28,None,Yes,3
8,English,2,Male,21,,Yes,2
