workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,20,,Yes,2
1,English,2,Female,22,,Yes,3
2,English,1,Male,55,,Yes,3
3,English,1,Female,52,,Yes,2
4,English,1,Male,27,,Yes,3
