workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,20,,Yes,2
1,English,2,Female,27,,Yes,3
2,english,1,Male,22,great hit keep them coming ,Yes,1
3,english,1,Female,29,,Yes,3
4,English,1,Male,42,,Yes,2
5,english,1,Female,47,,Yes,3
6,English,2,Female,28,,Yes,3
7,English,2,Female,38,,Yes,3
8,English,1,Male,23,NA,Yes,0
