date,workerid,amount
Fri Dec 18 07:35:46 PST 2015,A6SR9GLAMVIU1,0.3
Fri Dec 18 09:50:34 PST 2015,A38AF7RJM28PGX,0.3
Fri Dec 18 15:12:11 PST 2015,A2VJGIBFE0M9FI,0.3
Fri Dec 18 16:46:27 PST 2015,A1G8BTWHODQDTL,0.3
Fri Dec 18 17:13:21 PST 2015,A5KY9Q6VVGAX,0.3
Fri Dec 18 19:26:06 PST 2015,A148BF5G24SPZJ,0.3
Fri Dec 18 21:33:17 PST 2015,AUNW2I9WZAOOA,0.3
Fri Dec 18 21:36:38 PST 2015,AB6Y8G4GXHA2V,0.3
Fri Dec 18 22:00:05 PST 2015,A1D461HLGS89LP,0.3
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
