workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,52,,Yes,2
1,English,2,Male,25,,Yes,2
2,english,2,Female,25,,Yes,3
3,english,2,Male,28,thanks please add more hits,Yes,3
4,English,1,Female,21,,Yes,3
5,English,1,Male,28,,Yes,2
6,English,1,Female,49,,Yes,3
7,English,2,Female,22,,Yes,2
8,English,1,Male,30,No comments,Yes,3
