workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Male,28,,Yes,1
1,,-1,Male,,,Yes,-1
2,English,1,Female,55,,Yes,2
3,english,2,Female,67,this experiment made me think...some things are not always subjective or objective it seems...thanks.,Yes,1
4,English,2,Male,22,That was interesting. Thank you!,Yes,3
5,english ,1,Male,36," no comments
thanks",Yes,1
6,English,2,Female,35,Great Survey,Yes,2
7,english,1,Male,33,none,Yes,2
8,English,1,Male,25,,No,2
