workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Female,38,,Yes,2
1,English,1,Female,38,No comments,Yes,3
2,english,1,Female,50,,Yes,4
3,English,2,Male,28,,Yes,-1
4,English,2,Male,29,,Yes,2
5,english,2,Male,35,,Yes,3
6,english,1,Female,35,,Yes,2
