workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,34,,Yes,3
1,english,2,Female,25,,Yes,3
2,English,1,Male,38,No comments,Yes,3
3,English,2,Male,60,,Yes,2
4,English,2,Male,30,,Yes,3
5,English,2,Male,24,,Yes,2
6,English,2,Male,25,thank you,Yes,1
7,English,1,Male,48,,Yes,2
8,English,1,Male,30,,Yes,2
