date,workerid,amount
Mon Apr 18 10:15:01 PDT 2016,A23Z6XIWLO0ZIV,0.3
Mon Apr 18 10:15:32 PDT 2016,A2E3SM3T01ENIR,0.3
Mon Apr 18 10:17:00 PDT 2016,A3ESZWJBD8M1Z,0.3
Mon Apr 18 10:17:20 PDT 2016,ARS00BMD1QNLW,0.3
Mon Apr 18 10:17:38 PDT 2016,A1159EV0HX7QLZ,0.3
Mon Apr 18 10:17:40 PDT 2016,ATMQRDBW7WM1Z,0.3
Mon Apr 18 10:21:39 PDT 2016,ARR1VG3SV6BLW,0.3
Mon Apr 18 10:29:04 PDT 2016,A3FQC8ZAQ7SYEJ,0.3
Mon Apr 18 10:51:47 PDT 2016,A1A3TGZ7DKJWRW,0.3
,total paid to workers:,=SUM(c2:c10)
,10% paid to Amazon:,=.1*c11
,total:,=SUM(c11:c12
