workerid,language,enjoyment,gender,age,comments,asses,education
0,english,1,Female,32,,Yes,2
1,English,2,Female,35,,Yes,1
2,english,2,Male,26,thank you!,Yes,2
3,English,2,Male,64,Not sure where you are going with this,Yes,2
4,English,1,Female,62,,Yes,1
