workerid,language,enjoyment,gender,age,comments,asses,education
0,english,1,Female,30,,Yes,2
1,English,2,Male,33,Good hit.,Yes,1
2,English,2,Male,23,N/A,Yes,3
3,English,2,Male,29,,Yes,3
4,English,2,Female,33,,Yes,3
5,english,1,Female,28,,Yes,3
6,English,1,Male,35,,Yes,2
7,English,2,Male,19,,Yes,2
8,English,2,Female,30,,Yes,3
