workerid,language,enjoyment,gender,age,comments,asses,education
0,english,-1,Female,48,,Yes,3
1,english,2,Male,26,,Yes,3
2,English,1,Male,33,,Yes,3
3,English,1,Male,33,thanks,Yes,2
4,English,2,Male,33,Neat!,Yes,-1
5,English,1,Male,25,,Yes,3
6,english,1,Male,27,n/a thanks!,Yes,3
7,English,1,Male,26,,Yes,3
8,English,0,Male,20,Was nice I guess. Pay was bad.,Yes,1
