workerid,language,enjoyment,gender,age,comments,asses,education
0,English,2,Female,53,,Yes,4
1,english,2,Female,46,,Yes,3
2,English,2,Female,19,That was different.,Yes,1
3,English,1,Female,39,,Yes,2
4,English,2,Male,42,,Yes,2
5,english,2,Male,24,very fun!,Yes,1
6,English,2,Female,65,Thanks!,Yes,2
7,English,1,Female,25,,Yes,2
8,cantonese,1,Female,18,,Yes,1
