workerid,language,enjoyment,gender,age,comments,asses,education
0,English,1,Male,24,,No,2
1,English,1,Male,29,,Yes,3
2,English,2,Female,40,I felt that colors were subjective because there are so many shades of each color that it seemed vague.  ,Yes,3
3,English,2,Female,35,,Yes,2
4,english,1,Male,26,,Yes,4
5,English,1,Male,30,none,Yes,4
6,English,2,Male,30,It was a fun hit.  Thanks!,No,3
7,English,1,Female,37,,Yes,1
8,English,2,Male,41,None,Yes,3
