workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Female,57,This was out of the ordinary and I enjoyed doing it.,Yes,2
1,English,1,Female,26,no,Yes,1
2,English,1,Female,21,,Yes,1
