workerid,language,enjoyment,gender,age,comments,asses,education
0,english,2,Male,35,,Yes,2
1,english,2,Female,23,,Yes,0
2,English,1,Male,49,,Yes,1
3,English,1,Female,26,,Yes,2
4,english,1,Female,30,,Yes,3
5,english,1,Female,34,,Yes,2
6,englsh,2,Female,32,,Yes,2
7,English,2,Male,28,,Yes,4
8,English,2,Male,49,"It was fun, thanks!",Yes,2
